"","complex_name","complex_ID","pathway_ID","top_level_pathway_ID","pathway_name","top_level_pathway_name","species"
"4186","HSA","R-HSA-171293","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4187","HSA","R-HSA-171294","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4188","HSA","R-HSA-171297","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4189","HSA","R-HSA-171298","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4190","HSA","R-HSA-173476","R-HSA-2173788","R-HSA-162582","Downregulation of TGF-beta receptor signaling","Signal Transduction","Homo sapiens (Human)"
"4191","HSA","R-HSA-173476","R-HSA-5689603","R-HSA-392499","UCH proteinases","Metabolism of proteins","Homo sapiens (Human)"
"4192","HSA","R-HSA-173509","R-HSA-2173788","R-HSA-162582","Downregulation of TGF-beta receptor signaling","Signal Transduction","Homo sapiens (Human)"
"4193","HSA","R-HSA-173552","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Homo sapiens (Human)"
"4194","HSA","R-HSA-173552","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4195","HSA","R-HSA-173552","R-HSA-2029481","R-HSA-168256","FCGR activation","Immune System","Homo sapiens (Human)"
"4196","HSA","R-HSA-173552","R-HSA-2029482","R-HSA-168256","Regulation of actin dynamics for phagocytic cup formation","Immune System","Homo sapiens (Human)"
"4197","HSA","R-HSA-173552","R-HSA-2029485","R-HSA-168256","Role of phospholipids in phagocytosis","Immune System","Homo sapiens (Human)"
"4198","HSA","R-HSA-173552","R-HSA-9664323","R-HSA-1643685","FCGR3A-mediated IL10 synthesis","Disease","Homo sapiens (Human)"
"4199","HSA","R-HSA-173552","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4200","HSA","R-HSA-173579","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Homo sapiens (Human)"
"4201","HSA","R-HSA-173579","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4202","HSA","R-HSA-173579","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4203","HSA","R-HSA-173582","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4204","HSA","R-HSA-173584","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4205","HSA","R-HSA-173585","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4206","HSA","R-HSA-173588","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Homo sapiens (Human)"
"4207","HSA","R-HSA-173588","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4208","HSA","R-HSA-173588","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4209","HSA","R-HSA-173600","R-HSA-173599","R-HSA-1430728","Formation of the active cofactor, UDP-glucuronate","Metabolism","Homo sapiens (Human)"
"4210","HSA","R-HSA-173604","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Homo sapiens (Human)"
"4211","HSA","R-HSA-173604","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4212","HSA","R-HSA-173604","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4213","HSA","R-HSA-173610","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Homo sapiens (Human)"
"4214","HSA","R-HSA-173610","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4215","HSA","R-HSA-173610","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4216","HSA","R-HSA-173613","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4217","HSA","R-HSA-173614","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Homo sapiens (Human)"
"4218","HSA","R-HSA-173614","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4219","HSA","R-HSA-173614","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4220","HSA","R-HSA-173615","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Homo sapiens (Human)"
"4221","HSA","R-HSA-173615","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4222","HSA","R-HSA-173615","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4223","HSA","R-HSA-173617","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4224","HSA","R-HSA-173618","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Homo sapiens (Human)"
"4225","HSA","R-HSA-173618","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4226","HSA","R-HSA-173618","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4227","HSA","R-HSA-173619","R-HSA-173623","R-HSA-168256","Classical antibody-mediated complement activation","Immune System","Homo sapiens (Human)"
"4228","HSA","R-HSA-173635","R-HSA-174577","R-HSA-168256","Activation of C3 and C5","Immune System","Homo sapiens (Human)"
"4229","HSA","R-HSA-173635","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4230","HSA","R-HSA-173639","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4231","HSA","R-HSA-173648","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4232","HSA","R-HSA-173649","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4233","HSA","R-HSA-173650","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4234","HSA","R-HSA-173653","R-HSA-162585","R-HSA-1643685","Uncoating of the HIV Virion","Disease","Homo sapiens (Human)"
"4235","HSA","R-HSA-173653","R-HSA-162594","R-HSA-1643685","Early Phase of HIV Life Cycle","Disease","Homo sapiens (Human)"
"4236","HSA","R-HSA-173656","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4237","HSA","R-HSA-173663","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4238","HSA","R-HSA-173664","R-HSA-162585","R-HSA-1643685","Uncoating of the HIV Virion","Disease","Homo sapiens (Human)"
"4239","HSA","R-HSA-173664","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4240","HSA","R-HSA-173665","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4241","HSA","R-HSA-173671","R-HSA-166665","R-HSA-168256","Terminal pathway of complement","Immune System","Homo sapiens (Human)"
"4242","HSA","R-HSA-173671","R-HSA-174577","R-HSA-168256","Activation of C3 and C5","Immune System","Homo sapiens (Human)"
"4243","HSA","R-HSA-173671","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4244","HSA","R-HSA-173676","R-HSA-174577","R-HSA-168256","Activation of C3 and C5","Immune System","Homo sapiens (Human)"
"4245","HSA","R-HSA-173676","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4246","HSA","R-HSA-173708","R-HSA-166665","R-HSA-168256","Terminal pathway of complement","Immune System","Homo sapiens (Human)"
"4247","HSA","R-HSA-173708","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4248","HSA","R-HSA-173711","R-HSA-166665","R-HSA-168256","Terminal pathway of complement","Immune System","Homo sapiens (Human)"
"4249","HSA","R-HSA-173713","R-HSA-166665","R-HSA-168256","Terminal pathway of complement","Immune System","Homo sapiens (Human)"
"4250","HSA","R-HSA-173713","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4251","HSA","R-HSA-173719","R-HSA-166665","R-HSA-168256","Terminal pathway of complement","Immune System","Homo sapiens (Human)"
"4252","HSA","R-HSA-173722","R-HSA-166665","R-HSA-168256","Terminal pathway of complement","Immune System","Homo sapiens (Human)"
"4253","HSA","R-HSA-173722","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4254","HSA","R-HSA-173728","R-HSA-166665","R-HSA-168256","Terminal pathway of complement","Immune System","Homo sapiens (Human)"
"4255","HSA","R-HSA-173737","R-HSA-173736","R-HSA-168256","Alternative complement activation","Immune System","Homo sapiens (Human)"
"4256","HSA","R-HSA-173749","R-HSA-173736","R-HSA-168256","Alternative complement activation","Immune System","Homo sapiens (Human)"
"4257","HSA","R-HSA-173749","R-HSA-174577","R-HSA-168256","Activation of C3 and C5","Immune System","Homo sapiens (Human)"
"4258","HSA","R-HSA-173749","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4259","HSA","R-HSA-173752","R-HSA-173736","R-HSA-168256","Alternative complement activation","Immune System","Homo sapiens (Human)"
"4260","HSA","R-HSA-173752","R-HSA-174577","R-HSA-168256","Activation of C3 and C5","Immune System","Homo sapiens (Human)"
"4261","HSA","R-HSA-173752","R-HSA-977606","R-HSA-168256","Regulation of Complement cascade","Immune System","Homo sapiens (Human)"
"4262","HSA","R-HSA-173764","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4263","HSA","R-HSA-173764","R-HSA-164525","R-HSA-1643685","Plus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4264","HSA","R-HSA-173766","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4265","HSA","R-HSA-173766","R-HSA-164525","R-HSA-1643685","Plus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4266","HSA","R-HSA-173773","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4267","HSA","R-HSA-173774","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4268","HSA","R-HSA-173774","R-HSA-180689","R-HSA-1643685","APOBEC3G mediated resistance to HIV-1 infection","Disease","Homo sapiens (Human)"
"4269","HSA","R-HSA-173779","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4270","HSA","R-HSA-173784","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4271","HSA","R-HSA-173786","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4272","HSA","R-HSA-173789","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4273","HSA","R-HSA-173792","R-HSA-164525","R-HSA-1643685","Plus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4274","HSA","R-HSA-173798","R-HSA-162594","R-HSA-1643685","Early Phase of HIV Life Cycle","Disease","Homo sapiens (Human)"
"4275","HSA","R-HSA-173798","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4276","HSA","R-HSA-173798","R-HSA-9708296","R-HSA-74160","tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis","Gene expression (Transcription)","Homo sapiens (Human)"
"4277","HSA","R-HSA-173801","R-HSA-162594","R-HSA-1643685","Early Phase of HIV Life Cycle","Disease","Homo sapiens (Human)"
"4278","HSA","R-HSA-173801","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4279","HSA","R-HSA-173812","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4280","HSA","R-HSA-173812","R-HSA-180689","R-HSA-1643685","APOBEC3G mediated resistance to HIV-1 infection","Disease","Homo sapiens (Human)"
"4281","HSA","R-HSA-173814","R-HSA-162594","R-HSA-1643685","Early Phase of HIV Life Cycle","Disease","Homo sapiens (Human)"
"4282","HSA","R-HSA-173824","R-HSA-164525","R-HSA-1643685","Plus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4283","HSA","R-HSA-173825","R-HSA-164516","R-HSA-1643685","Minus-strand DNA synthesis","Disease","Homo sapiens (Human)"
"4284","HSA","R-HSA-174061","R-HSA-174113","R-HSA-1640170","SCF-beta-TrCP mediated degradation of Emi1","Cell Cycle","Homo sapiens (Human)"
"4285","HSA","R-HSA-174068","R-HSA-174084","R-HSA-1640170","Autodegradation of Cdh1 by Cdh1:APC/C","Cell Cycle","Homo sapiens (Human)"
"4286","HSA","R-HSA-174081","R-HSA-174048","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Cyclin B","Cell Cycle","Homo sapiens (Human)"
"4287","HSA","R-HSA-174081","R-HSA-174154","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Securin","Cell Cycle","Homo sapiens (Human)"
"4288","HSA","R-HSA-174081","R-HSA-176407","R-HSA-1640170","Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase","Cell Cycle","Homo sapiens (Human)"
"4289","HSA","R-HSA-174081","R-HSA-176409","R-HSA-1640170","APC/C:Cdc20 mediated degradation of mitotic proteins","Cell Cycle","Homo sapiens (Human)"
"4290","HSA","R-HSA-174081","R-HSA-2467813","R-HSA-1640170","Separation of Sister Chromatids","Cell Cycle","Homo sapiens (Human)"
"4291","HSA","R-HSA-174091","R-HSA-176412","R-HSA-1640170","Phosphorylation of the APC/C","Cell Cycle","Homo sapiens (Human)"
"4292","HSA","R-HSA-174095","R-HSA-174048","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Cyclin B","Cell Cycle","Homo sapiens (Human)"
"4293","HSA","R-HSA-174107","R-HSA-174178","R-HSA-1640170","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","Cell Cycle","Homo sapiens (Human)"
"4294","HSA","R-HSA-174109","R-HSA-174084","R-HSA-1640170","Autodegradation of Cdh1 by Cdh1:APC/C","Cell Cycle","Homo sapiens (Human)"
"4295","HSA","R-HSA-174109","R-HSA-174178","R-HSA-1640170","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","Cell Cycle","Homo sapiens (Human)"
"4296","HSA","R-HSA-174109","R-HSA-176408","R-HSA-1640170","Regulation of APC/C activators between G1/S and early anaphase","Cell Cycle","Homo sapiens (Human)"
"4297","HSA","R-HSA-174109","R-HSA-176412","R-HSA-1640170","Phosphorylation of the APC/C","Cell Cycle","Homo sapiens (Human)"
"4298","HSA","R-HSA-174109","R-HSA-2559582","R-HSA-8953897","Senescence-Associated Secretory Phenotype (SASP)","Cellular responses to stimuli","Homo sapiens (Human)"
"4299","HSA","R-HSA-174109","R-HSA-68867","R-HSA-69306","Assembly of the pre-replicative complex","DNA Replication","Homo sapiens (Human)"
"4300","HSA","R-HSA-174109","R-HSA-8853884","R-HSA-74160","Transcriptional Regulation by VENTX","Gene expression (Transcription)","Homo sapiens (Human)"
"4301","HSA","R-HSA-174109","R-HSA-9687136","R-HSA-1643685","Aberrant regulation of mitotic exit in cancer due to RB1 defects","Disease","Homo sapiens (Human)"
"4302","HSA","R-HSA-174131","R-HSA-174048","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Cyclin B","Cell Cycle","Homo sapiens (Human)"
"4303","HSA","R-HSA-174138","R-HSA-174113","R-HSA-1640170","SCF-beta-TrCP mediated degradation of Emi1","Cell Cycle","Homo sapiens (Human)"
"4304","HSA","R-HSA-174140","R-HSA-174184","R-HSA-1640170","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","Cell Cycle","Homo sapiens (Human)"
"4305","HSA","R-HSA-174155","R-HSA-1169091","R-HSA-168256","Activation of NF-kappaB in B cells","Immune System","Homo sapiens (Human)"
"4306","HSA","R-HSA-174155","R-HSA-174113","R-HSA-1640170","SCF-beta-TrCP mediated degradation of Emi1","Cell Cycle","Homo sapiens (Human)"
"4307","HSA","R-HSA-174155","R-HSA-2565942","R-HSA-1640170","Regulation of PLK1 Activity at G2/M Transition","Cell Cycle","Homo sapiens (Human)"
"4308","HSA","R-HSA-174155","R-HSA-5684264","R-HSA-168256","MAP3K8 (TPL2)-dependent MAPK1/3 activation","Immune System","Homo sapiens (Human)"
"4309","HSA","R-HSA-174167","R-HSA-174084","R-HSA-1640170","Autodegradation of Cdh1 by Cdh1:APC/C","Cell Cycle","Homo sapiens (Human)"
"4310","HSA","R-HSA-174167","R-HSA-176408","R-HSA-1640170","Regulation of APC/C activators between G1/S and early anaphase","Cell Cycle","Homo sapiens (Human)"
"4311","HSA","R-HSA-174167","R-HSA-2559582","R-HSA-8953897","Senescence-Associated Secretory Phenotype (SASP)","Cellular responses to stimuli","Homo sapiens (Human)"
"4312","HSA","R-HSA-174167","R-HSA-68867","R-HSA-69306","Assembly of the pre-replicative complex","DNA Replication","Homo sapiens (Human)"
"4313","HSA","R-HSA-174181","R-HSA-174178","R-HSA-1640170","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","Cell Cycle","Homo sapiens (Human)"
"4314","HSA","R-HSA-174181","R-HSA-176407","R-HSA-1640170","Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase","Cell Cycle","Homo sapiens (Human)"
"4315","HSA","R-HSA-174181","R-HSA-69017","R-HSA-1640170","CDK-mediated phosphorylation and removal of Cdc6","Cell Cycle","Homo sapiens (Human)"
"4316","HSA","R-HSA-174181","R-HSA-69017","R-HSA-69306","CDK-mediated phosphorylation and removal of Cdc6","DNA Replication","Homo sapiens (Human)"
"4317","HSA","R-HSA-174186","R-HSA-176408","R-HSA-1640170","Regulation of APC/C activators between G1/S and early anaphase","Cell Cycle","Homo sapiens (Human)"
"4318","HSA","R-HSA-174191","R-HSA-141430","R-HSA-1640170","Inactivation of APC/C via direct inhibition of the APC/C complex","Cell Cycle","Homo sapiens (Human)"
"4319","HSA","R-HSA-174191","R-HSA-174048","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Cyclin B","Cell Cycle","Homo sapiens (Human)"
"4320","HSA","R-HSA-174191","R-HSA-174154","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Securin","Cell Cycle","Homo sapiens (Human)"
"4321","HSA","R-HSA-174191","R-HSA-174178","R-HSA-1640170","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","Cell Cycle","Homo sapiens (Human)"
"4322","HSA","R-HSA-174191","R-HSA-174184","R-HSA-1640170","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","Cell Cycle","Homo sapiens (Human)"
"4323","HSA","R-HSA-174191","R-HSA-176407","R-HSA-1640170","Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase","Cell Cycle","Homo sapiens (Human)"
"4324","HSA","R-HSA-174191","R-HSA-176409","R-HSA-1640170","APC/C:Cdc20 mediated degradation of mitotic proteins","Cell Cycle","Homo sapiens (Human)"
"4325","HSA","R-HSA-174191","R-HSA-179409","R-HSA-1640170","APC-Cdc20 mediated degradation of Nek2A","Cell Cycle","Homo sapiens (Human)"
"4326","HSA","R-HSA-174191","R-HSA-2467813","R-HSA-1640170","Separation of Sister Chromatids","Cell Cycle","Homo sapiens (Human)"
"4327","HSA","R-HSA-174191","R-HSA-69017","R-HSA-1640170","CDK-mediated phosphorylation and removal of Cdc6","Cell Cycle","Homo sapiens (Human)"
"4328","HSA","R-HSA-174191","R-HSA-69017","R-HSA-69306","CDK-mediated phosphorylation and removal of Cdc6","DNA Replication","Homo sapiens (Human)"
"4329","HSA","R-HSA-174196","R-HSA-176409","R-HSA-1640170","APC/C:Cdc20 mediated degradation of mitotic proteins","Cell Cycle","Homo sapiens (Human)"
"4330","HSA","R-HSA-174212","R-HSA-174154","R-HSA-1640170","APC/C:Cdc20 mediated degradation of Securin","Cell Cycle","Homo sapiens (Human)"
"4331","HSA","R-HSA-174212","R-HSA-2467813","R-HSA-1640170","Separation of Sister Chromatids","Cell Cycle","Homo sapiens (Human)"
"4332","HSA","R-HSA-174213","R-HSA-174084","R-HSA-1640170","Autodegradation of Cdh1 by Cdh1:APC/C","Cell Cycle","Homo sapiens (Human)"
"4333","HSA","R-HSA-174222","R-HSA-174184","R-HSA-1640170","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","Cell Cycle","Homo sapiens (Human)"
"4334","HSA","R-HSA-174232","R-HSA-174184","R-HSA-1640170","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","Cell Cycle","Homo sapiens (Human)"
"4335","HSA","R-HSA-174247","R-HSA-176408","R-HSA-1640170","Regulation of APC/C activators between G1/S and early anaphase","Cell Cycle","Homo sapiens (Human)"
"4336","HSA","R-HSA-174248","R-HSA-174178","R-HSA-1640170","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","Cell Cycle","Homo sapiens (Human)"
"4337","HSA","R-HSA-174250","R-HSA-174178","R-HSA-1640170","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","Cell Cycle","Homo sapiens (Human)"
"4338","HSA","R-HSA-174250","R-HSA-176408","R-HSA-1640170","Regulation of APC/C activators between G1/S and early anaphase","Cell Cycle","Homo sapiens (Human)"
"4339","HSA","R-HSA-174250","R-HSA-2559582","R-HSA-8953897","Senescence-Associated Secretory Phenotype (SASP)","Cellular responses to stimuli","Homo sapiens (Human)"
"4340","HSA","R-HSA-174250","R-HSA-8853884","R-HSA-74160","Transcriptional Regulation by VENTX","Gene expression (Transcription)","Homo sapiens (Human)"
"4341","HSA","R-HSA-174250","R-HSA-9687136","R-HSA-1643685","Aberrant regulation of mitotic exit in cancer due to RB1 defects","Disease","Homo sapiens (Human)"
"4342","HSA","R-HSA-174357","R-HSA-156581","R-HSA-1430728","Methylation","Metabolism","Homo sapiens (Human)"
"4343","HSA","R-HSA-174357","R-HSA-1614635","R-HSA-1430728","Sulfur amino acid metabolism","Metabolism","Homo sapiens (Human)"
"4344","HSA","R-HSA-174358","R-HSA-156581","R-HSA-1430728","Methylation","Metabolism","Homo sapiens (Human)"
"4345","HSA","R-HSA-174358","R-HSA-1614635","R-HSA-1430728","Sulfur amino acid metabolism","Metabolism","Homo sapiens (Human)"
"4346","HSA","R-HSA-174371","R-HSA-156581","R-HSA-1430728","Methylation","Metabolism","Homo sapiens (Human)"
"4347","HSA","R-HSA-174377","R-HSA-174403","R-HSA-1430728","Glutathione synthesis and recycling","Metabolism","Homo sapiens (Human)"
"4348","HSA","R-HSA-174382","R-HSA-174403","R-HSA-1430728","Glutathione synthesis and recycling","Metabolism","Homo sapiens (Human)"
"4349","HSA","R-HSA-174388","R-HSA-173599","R-HSA-1430728","Formation of the active cofactor, UDP-glucuronate","Metabolism","Homo sapiens (Human)"
"4350","HSA","R-HSA-174388","R-HSA-727802","R-HSA-382551","Transport of nucleotide sugars","Transport of small molecules","Homo sapiens (Human)"
"4351","HSA","R-HSA-174395","R-HSA-156581","R-HSA-1430728","Methylation","Metabolism","Homo sapiens (Human)"
"4352","HSA","R-HSA-174395","R-HSA-1614635","R-HSA-1430728","Sulfur amino acid metabolism","Metabolism","Homo sapiens (Human)"
"4353","HSA","R-HSA-174395","R-HSA-2408508","R-HSA-1430728","Metabolism of ingested SeMet, Sec, MeSec into H2Se","Metabolism","Homo sapiens (Human)"
"4354","HSA","R-HSA-174402","R-HSA-156581","R-HSA-1430728","Methylation","Metabolism","Homo sapiens (Human)"
"4355","HSA","R-HSA-174402","R-HSA-1614635","R-HSA-1430728","Sulfur amino acid metabolism","Metabolism","Homo sapiens (Human)"
"4356","HSA","R-HSA-174402","R-HSA-2408508","R-HSA-1430728","Metabolism of ingested SeMet, Sec, MeSec into H2Se","Metabolism","Homo sapiens (Human)"
"4357","HSA","R-HSA-174405","R-HSA-156581","R-HSA-1430728","Methylation","Metabolism","Homo sapiens (Human)"
"4358","HSA","R-HSA-174405","R-HSA-1614635","R-HSA-1430728","Sulfur amino acid metabolism","Metabolism","Homo sapiens (Human)"
"4359","HSA","R-HSA-174405","R-HSA-2408508","R-HSA-1430728","Metabolism of ingested SeMet, Sec, MeSec into H2Se","Metabolism","Homo sapiens (Human)"
"4360","HSA","R-HSA-174431","R-HSA-174414","R-HSA-1640170","Processive synthesis on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4361","HSA","R-HSA-174431","R-HSA-174437","R-HSA-1640170","Removal of the Flap Intermediate from the C-strand","Cell Cycle","Homo sapiens (Human)"
"4362","HSA","R-HSA-174432","R-HSA-174414","R-HSA-1640170","Processive synthesis on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4363","HSA","R-HSA-174432","R-HSA-174437","R-HSA-1640170","Removal of the Flap Intermediate from the C-strand","Cell Cycle","Homo sapiens (Human)"
"4364","HSA","R-HSA-174433","R-HSA-174411","R-HSA-1640170","Polymerase switching on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4365","HSA","R-HSA-174433","R-HSA-174430","R-HSA-1640170","Telomere C-strand synthesis initiation","Cell Cycle","Homo sapiens (Human)"
"4366","HSA","R-HSA-174434","R-HSA-174411","R-HSA-1640170","Polymerase switching on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4367","HSA","R-HSA-174434","R-HSA-174430","R-HSA-1640170","Telomere C-strand synthesis initiation","Cell Cycle","Homo sapiens (Human)"
"4368","HSA","R-HSA-174435","R-HSA-174414","R-HSA-1640170","Processive synthesis on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4369","HSA","R-HSA-174436","R-HSA-174437","R-HSA-1640170","Removal of the Flap Intermediate from the C-strand","Cell Cycle","Homo sapiens (Human)"
"4370","HSA","R-HSA-174440","R-HSA-174437","R-HSA-1640170","Removal of the Flap Intermediate from the C-strand","Cell Cycle","Homo sapiens (Human)"
"4371","HSA","R-HSA-174442","R-HSA-174437","R-HSA-1640170","Removal of the Flap Intermediate from the C-strand","Cell Cycle","Homo sapiens (Human)"
"4372","HSA","R-HSA-174449","R-HSA-174411","R-HSA-1640170","Polymerase switching on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4373","HSA","R-HSA-174450","R-HSA-174411","R-HSA-1640170","Polymerase switching on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4374","HSA","R-HSA-174450","R-HSA-174414","R-HSA-1640170","Processive synthesis on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4375","HSA","R-HSA-174453","R-HSA-174411","R-HSA-1640170","Polymerase switching on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4376","HSA","R-HSA-174453","R-HSA-174414","R-HSA-1640170","Processive synthesis on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
